Beschreibung,Dafür,Dagegen,Endergebnis,Vorgeschlagen_von,Datum,Episode,Nummer
"Alte Trends tauchen in den sozialen Medien wieder auf und werden fälschlicherweise als neu wahrgenommen. Dies geschieht durch Algorithmen, die diese Inhalte wieder an die Oberfläche spülen, und führt zu einem ""Glatteisgefühl"", da man nicht sicher ist, ob ein Trend wirklich neu oder nur wieder aufgewärmt ist.",['Lars'],[],True,Nina,2024-03-11,Wie wird mein Sohn kein toxischer Mann,1
"CDs, DVDs und CD-ROMs erleben eine kleine Renaissance. Lars begründet dies mit Beispielen von Freunden, die Streamingdienste kündigen und ihre DVD-Sammlungen erweitern, sowie mit der Entwicklung neuer CDs mit größerer Speicherkapazität. Diese Medien stehen für das Bedürfnis, Daten zu speichern und gleichzeitig vor dem ewigen Fluss der digitalen Welt zu bewahren.",[],['Nina'],False,Lars,2024-03-11,Wie wird mein Sohn kein toxischer Mann,2
"Kinder ahmen das bargeldlose Bezahlen im Supermarkt nach, indem sie beim ""Einkaufsspiel"" Waren und Geld gleichzeitig übergeben.  Dieses Verhalten spiegelt die zunehmende Verbreitung des bargeldlosen Bezahlens und die damit verbundenen neuen Verhaltensweisen im Alltag wider.",['Lars'],[],True,Nina,2024-03-11,Wie wird mein Sohn kein toxischer Mann,3
"Eine zeitgemäße Form der Esoterik, die klassische astrologische Fragen mit Pseudophysik und anderen pseudowissenschaftlichen Erkenntnissen verbindet. Es gibt verschiedene Menschentypen (Generatoren, Manifestoren, Reflektoren, Projektoren), und 2015 wurde sogar ein weiterer entdeckt, der manifestierende Generator.",[],['Nina'],False,Lars,2024-03-11,Wie wird mein Sohn kein toxischer Mann,4
"Seemanslieder aus dem 19. Jahrhundert erleben auf TikTok einen neuen Hype.  Nutzer*innen singen und remixen die Lieder, was zu einer viralen Verbreitung führt.",['Lars'],['Lars'],False,Ijoma,2021-01-25,Als Sex noch Spaß gemacht hat,1
"Das Wort ""Plus"" wird in der deutschen Sprache zunehmend verwendet, um eine Ergänzung oder ein weiteres Argument hinzuzufügen.  Es wird dabei ähnlich wie die englische Konjunktion ""plus"" verwendet, aber mit deutscher Aussprache.","['Lars', 'Ijoma']",[],True,Zuhörer/Publikum/Gast,2021-01-25,Als Sex noch Spaß gemacht hat,2
"Der Ausdruck ""Danke für nichts"", bekannt aus dem Onkelz-Song von 1995, wird im letzten Jahr verstärkt als Ausdruck von politischer oder gesellschaftlicher Entrüstung verwendet.",[],['Lars'],False,Ijoma,2021-01-25,Als Sex noch Spaß gemacht hat,3
"""Allo-"" ist eine neue Vorsilbe, die sexuelle und romantische Orientierungen beschreibt,  und das Gegenteil von ""A-"" (für nicht/kein) darstellt.  Ein Beispiel ist ""allosexuell,"" im Gegensatz zu ""asexuell.""",['Ijoma'],[],True,Lars,2021-01-25,Als Sex noch Spaß gemacht hat,4
"Nach einer Phase des verstärkten Duzens, insbesondere in der digitalen Kommunikation,  findet man vermehrt ""Gerne per Sie"" in E-Mail-Signaturen als bewusste Abgrenzung und Rückkehr zu formellerer Kommunikation.",['Lars'],[],True,Zuhörer/Publikum/Gast,2021-01-25,Als Sex noch Spaß gemacht hat,5
"Clubhouse ist eine Audio-basierte Social-Media-App, die wie ein Live-Podcast funktioniert. Nutzer*innen können in verschiedenen Räumen Sprachnachrichten hören und sprechen, und der Zugang erfolgt über Einladungen.",[],['Ijoma'],False,Lars,2021-01-25,Als Sex noch Spaß gemacht hat,6
"Da alle Leute Masken tragen, ist die Frage, wo man sie lässt, wenn man sie nicht auf dem Gesicht hat. Coole Leute tragen die Maske wie zwei Armreifen am Unterarm, die Ohrschnüre fungieren dabei wie der Verschluss.",[],['Ijoma'],False,Lars,2020-07-20,Ist woke das neue narzisstisch,1
"Das Wort ""cis"" bzw. ""cismänner"" ersetzt ""heteronormativ"" in der Beschreibung von spießigen Lebensformen. Es stellt eine Verschärfung und gleichzeitig eine Ignoranz dar, da es die Binarität der Geschlechter ignoriert.",[],['Lars'],False,Ijoma,2020-07-20,Ist woke das neue narzisstisch,2
"Ingwer-Shots ersetzen den früheren exzessiven Alkoholkonsum und stehen für eine neue Gesundheitskultur.  Sie werden wie Schnäpse getrunken, weil sie schwierig runterzukriegen sind und eine gewisse Schärfe haben.",['Ijoma'],[],True,Lars,2020-07-20,Ist woke das neue narzisstisch,3
"""Nice"" ersetzt ""super"" oder ""mega"" und hat neben einer ästhetischen auch eine moralische Komponente. Es muss sich gut anfühlen und gut aussehen, aber gleichzeitig auch anstrengungslos und nicht zu intentional sein.",['Lars'],[],True,Ijoma,2020-07-20,Ist woke das neue narzisstisch,4
"Geldtheorie ist die interessanteste und gegenwärtigste Theorie. Sie wirft wichtige Fragen auf, z.B. was Geld ist, was Inflation ist, wie viel Geld Notenbanken drucken lassen können, usw.",[],['Ijoma'],False,Lars,2020-07-20,Ist woke das neue narzisstisch,5
"Eine Formulierung, die vor allem auf Twitter verwendet wird, wenn man sich über etwas empört und es kommentieren muss. Es drückt eine gewisse Resignation und Erschöpfung von ständigen Diskussionen aus.",['Lars'],[],True,Ijoma,2020-09-28,Cancelt uns endlich,1
"Die Allgegenwärtigkeit der Arbeitsbekleidungsmarke Engelbert Strauss.  Das Logo, ein Strauß, ist überall präsent, da Handwerker und Arbeiter die Kleidung tragen.",['Ijoma'],[],True,Lars,2020-09-28,Cancelt uns endlich,2
"Ein Gefühl von Muskelanspannung im Gesicht, das durch das ständige ""Grimassen-Lächeln"" unter der Maske entsteht, um der Außenwelt Freundlichkeit zu signalisieren.",['Lars'],[],True,Ijoma,2020-09-28,Cancelt uns endlich,3
"Der Trend in der Philosophie,  theoretisch-abstrakte Disziplinen wie die Erkenntnistheorie auf aktuelle Phänomene wie Fake News und Filterblasen anzuwenden.",['Ijoma'],[],True,Lars,2020-09-28,Cancelt uns endlich,4
"Die Beobachtung, dass im Straßenbild, z.B. in Lissabon,  kaum noch Handysticks zu sehen sind. Dies wird auf den Rückgang des Tourismus während der Corona-Pandemie zurückgeführt.",['Lars'],[],True,Ijoma,2020-09-28,Cancelt uns endlich,5
"Das Wort ""Cringe"" beschreibt das Gefühl des Fremdschämens, wenn jemand etwas Peinliches tut.  Es wird häufig im politischen Kontext verwendet.",['Ijoma'],[],True,Lars,2020-09-28,Cancelt uns endlich,6
"Ethische Nicht-Monogamie (ENM) beschreibt Beziehungen, in denen mehrere Partner*innen mit dem Wissen und der Zustimmung aller Beteiligten existieren. Offene Kommunikation und gegenseitige Rücksichtnahme sind zentrale Aspekte dieses Beziehungsmodells.",['Lars'],[],True,Ijoma,2024-03-25,Sind wir nicht alle ein bisschen konservativ,1
"Lars beobachtet vermehrt Menschen, die im öffentlichen Nahverkehr dicke, physische Bücher lesen – und das oft demonstrativ. Er führt dies u.a. auf den Einfluss von BookTok zurück.",['Ijoma'],[],True,Lars,2024-03-25,Sind wir nicht alle ein bisschen konservativ,2
"Ijoma berichtet von der Beobachtung eines Hörers, dass man selbst alltägliche Dinge wie ein Tiramisu im Restaurant oder einen Tisch im Café vorreservieren muss. Dahinter vermutet der Hörer eine künstliche Verknappung.",['Lars'],[],True,Ijoma,2024-03-25,Sind wir nicht alle ein bisschen konservativ,3
"Lars argumentiert, dass selbst echte Landschaftsaufnahmen in Filmen und Serien unecht wirken, weil die Sehgewohnheiten durch CGI und digitale Effekte geprägt sind. Dies sieht er u.a. in der Serie ""Damsel"" und der Werbung dafür.",[],['Ijoma'],False,Lars,2024-03-25,Sind wir nicht alle ein bisschen konservativ,4
"Das Wort ""trans"" wird sprachpolitisch als Adjektiv verwendet und nicht dekliniert, ähnlich wie ""super"".  Dies soll betonen, dass ein Transmann ein Mann ist und eine Transfrau eine Frau, ohne ""trans"" übermäßig zu betonen. Die grammatikalische Korrektheit dieser Verwendung im Deutschen ist fraglich.",['Nina'],[],True,Lars,2023-08-07,Wer kann sich heute noch eine Midlife-Crisis leisten,1
"Millennials empfinden einen gewissen Neid auf die Gen Z, die sich den Stress des Augenbrauenzupfens und -nachmalens nicht mehr macht, da der Trend zum Natürlichen und Ungeschminkten geht. Dieser Neid ist Ausdruck eines intergenerationellen Konflikts.",['Lars'],[],True,Nina,2023-08-07,Wer kann sich heute noch eine Midlife-Crisis leisten,2
"In TikTok-Sketches spielen Nutzer*innen mit minimalen Mitteln (z.B. einem Hoodie über dem Kopf) alle Rollen selbst, oft im Dialog mit einer anderen Version von sich.  Das zeigt die Einsamkeit der Social-Media-Ära und die Sehnsucht, jemand anderes zu sein.",['Nina'],[],True,Lars,2023-08-07,Wer kann sich heute noch eine Midlife-Crisis leisten,3
"Eine Welle der Aufarbeitung der Popkultur der 90er Jahre findet statt.  Beispiele sind die kritische Hinterfragung von Britney Spears Musikvideos,  Dokumentationen über die Spice Girls und Tic Tac Toe oder die Analyse von  rassistischen Textzeilen bei  Coco Jamboo.",[],['Lars'],False,Nina,2023-08-07,Wer kann sich heute noch eine Midlife-Crisis leisten,4
"Ein kleines Beauty-Tool aus Rosenquarz, das wie ein Rasierer aussieht, aber einen rollenden Stein anstelle einer Klinge hat. Man rollt es über die Haut, vor allem im Gesicht, um die Haut zu verbessern.",['Ijoma'],[],True,Lars,2021-05-03,Wir haben nichts zu verlieren als unsere Ketten,1
"Die Verwendung des Wortes ""fresh"" durch Jugendliche als neues Synonym für ""nice"" oder ""cool"". Es soll die aktuelle Jugendsprache widerspiegeln.",[],['Lars'],False,Ijoma,2021-05-03,Wir haben nichts zu verlieren als unsere Ketten,2
"Die inflationäre Verwendung des Wortes ""Angebot"", besonders im Kontext der K-Frage und der Impfkampagne.  Es wird benutzt, um politische Kandidaturen oder Impftermine zu beschreiben.",['Lars'],['Ijoma'],True,Nina,2021-05-03,Wir haben nichts zu verlieren als unsere Ketten,3
"Der neue Land Rover Defender als Nachfolger des kultigen, aber alten Modells. Der neue Defender soll den gleichen Geist verkörpern, sieht aber modern und neu designt aus und ist plötzlich überall zu sehen.",['Ijoma'],[],True,Lars,2021-05-03,Wir haben nichts zu verlieren als unsere Ketten,4
"Umschreiben und Neugestalten von klassischen Märchen unter Berücksichtigung von Diversität und Gender.  Auch andere Produkte für Kinder werden angepasst, z.B. gibt es Hautfarben-Stifte-Sets, die verschiedene Hauttöne abbilden.","['Lars', 'Ijoma']",[],True,Nina,2021-05-03,Wir haben nichts zu verlieren als unsere Ketten,5
"Das Phänomen, dass Dinge mit dem Begriff ""Wave"" (Welle) verbunden werden, um sie als neue, verbesserte Version darzustellen.  Oftmals verbunden mit moralischen Ansprüchen wie Nachhaltigkeit oder ethischem Konsum (z.B. ""Third Wave Coffee"", ""Second Wave Smoothies"", ""Fourth Wave Feminism"").",['Lars'],[],True,Ijoma,2021-05-03,Wir haben nichts zu verlieren als unsere Ketten,6
"Spezielle Ausstecher für Obst, die durch Social-Media-Trends (Brotdosenmütter) im Einzelhandel angekommen sind. Sie unterscheiden sich von Keksausstechern durch ihre Höhe, um auch dickere Obststücke ausstechen zu können.",[],['Lars'],False,Nina,2023-11-06,Was tun wenn uns die Nachrichten überfordern,1
"Tee aus Pilzpulver, der in UK einen Hype erlebt. Das Pulver wird aus verschiedenen Pilzsorten hergestellt und soll verschiedene gesundheitsfördernde Wirkungen haben.",['Nina'],[],True,Lars,2023-11-06,Was tun wenn uns die Nachrichten überfordern,2
"Entkoffeinierter Bio-Kaffee, der wie koffeinhaltiger Kaffee schmecken soll.  Dazu gibt es ein „Ausstiegsprogramm“ mit abgestuften Koffeinmengen (Low Coffee), um den Körper in 30 Tagen an den entkoffeinierten Kaffee zu gewöhnen.",['Lars'],[],True,Zuhörer/Publikum/Gast,2023-11-06,Was tun wenn uns die Nachrichten überfordern,3
"Eine Plakatkampagne, die eine neue Form von Authentizität zeigt.  Sie zeigt Menschen in ihren Wohnungen/Büros, wobei im Hintergrund Unordnung wie Kabel, Scanner etc. zu sehen sind, was einen bewussten Kontrast zur sonst üblichen cleanen Werbeästhetik darstellt.",[],['Nina'],False,Lars,2023-11-06,Was tun wenn uns die Nachrichten überfordern,4
"Das bewusste Vermeiden von Nachrichtenkonsum aufgrund verschiedener Gründe wie Überforderung, negative Emotionen oder auch die bewusste Entscheidung, sich anders zu informieren.",[],[],False,Nina,2023-11-06,Was tun wenn uns die Nachrichten überfordern,5
"Ein Kinotrailer, der das Bildmedium als solches reflektiert und die Smartphone-Nutzung als eine Form der medialen Versklavung darstellt. Im Kontrast dazu wird das Kinoerlebnis als Ort der Sehnsuchtsflucht und des Eintauchens in die ""echte"" Story ohne Ablenkung idealisiert.","['Nina', 'Lars']",[],True,Ijoma,2024-07-15,Ich wär jetzt lieber woanders,1
"Eine Kurzhaarfrisur bei Männern, die an den Seiten bis zur Mitte des Kopfes rasiert ist, nach oben länger wird und oft mit einem kurzen Pony kombiniert wird.  Die Frisur wurde von Lars bei vielen Fußballern der EM beobachtet.","['Nina', 'Ijoma']",[],True,Lars,2024-07-15,Ich wär jetzt lieber woanders,2
"Kinder-Woom Bikes werden mit einem Aufsatz an Lastenräder montiert, sodass die Kinder mit den Beinen treten können, ohne das Fahrrad tatsächlich anzutreiben. Dies simuliert das Mitfahren und Selbstfahren für das Kind, während die Eltern die Kontrolle behalten.","['Ijoma', 'Lars']",[],True,Nina,2024-07-15,Ich wär jetzt lieber woanders,3
"Ein Ausdruck, der für komplexes, strategisches Denken unter hohem Druck steht.  Mangold erklärt die einzelnen Komponenten des Ausdrucks: 3D-Schach (gleichzeitiges Spiel gegen Mensch und Computer) und Schach unter Wasser (Spiel mit beschwertem Brett und Tauchgängen für jeden Zug).",['Lars'],[],True,Ijoma,2023-12-04,Wann ist Kapitalismuskritik antisemitisch,1
"Der Adventskalender hat sich zu einem überdimensionalen Konsumereignis aufgeblasen, insbesondere durch die sozialen Medien wie Instagram. Weisbrod nennt als Beispiel riesige, luxuriöse Adventskalender von Marken wie Dior, aber auch die Verbreitung von Adventskalendern im Drogeriemarkt.",['Ijoma'],[],True,Lars,2023-12-04,Wann ist Kapitalismuskritik antisemitisch,2
"Das Auspacken von Produkten, insbesondere im digitalen Raum auf Plattformen wie Instagram und Youtube, wird als Ereignis inszeniert. Mangold bringt dies mit dem Adventskalender in Verbindung.",[],['Lars'],False,Ijoma,2023-12-04,Wann ist Kapitalismuskritik antisemitisch,3
"Aufgrund des Klimawandels wird nun auch in Brandenburg Reis angebaut, was die Veränderung unserer Umwelt und unseres Beheimatetseins in der Welt verdeutlicht. Der Reisanbau steht als Beispiel für die Verschiebung von Klimazonen und landwirtschaftlichen Anbaugebieten.",['Lars'],[],True,Ijoma,2023-12-04,Wann ist Kapitalismuskritik antisemitisch,4
"Der Verfall von Starbucks Filialen, insbesondere in San Francisco, steht symbolisch für den Niedergang bestimmter Hoffnungen und Erwartungen, die mit dem Internet und der amerikanischen Westküstenkultur verbunden waren.",[],['Ijoma'],False,Lars,2023-12-04,Wann ist Kapitalismuskritik antisemitisch,5
"Eine ambivalente Haltung gegenüber dem neuen Buch von Benjamin von Stuckrad-Barre. Man will es einerseits lesen, andererseits sträubt man sich dagegen aufgrund der massiven PR-Kampagne und des Gefühls, dem Marketing-Hype zu erliegen. Man wartet darauf, dass andere es lesen und einem die wichtigsten Punkte erzählen.",[],['Ijoma'],False,Nina,2023-05-01,Gender Race Klasse  und wo bleiben die Ossis,1
"Die übermäßige Verwendung der Formulierung ""per jetzt"" bzw. ""per heute"" in alltäglichen Aussagen.  Ijoma sieht darin den Versuch, Aussagen mit einem zeitlichen Index zu versehen, um sich die Möglichkeit offenzuhalten, die Meinung später zu ändern.",[],['Nina'],False,Ijoma,2023-05-01,Gender Race Klasse  und wo bleiben die Ossis,2
"Erwachsene und Kinder sprechen immer höflicher mit Sprachassistenten wie Alexa und geben ihnen Rückmeldungen.  Lena beobachtet dieses Verhalten bei ihren Kindern und sich selbst, auch im Kontrast zur eher unhöflichen Kommunikation der Podcaster mit Siri.",['Nina'],['Ijoma'],True,Zuhörer/Publikum/Gast,2023-05-01,Gender Race Klasse  und wo bleiben die Ossis,3
"Am Ende der Yogastunde wird den Teilnehmern dafür gedankt, dass ihre Yoga-Praxis einen positiven Effekt über den eigenen Körper und den Raum hinaus auf die Welt hat. Julia sieht darin einen Trend, dass selbst alltägliche Handlungen mit einer globalen Bedeutung aufgeladen werden.","['Nina', 'Ijoma']",[],True,Zuhörer/Publikum/Gast,2023-05-01,Gender Race Klasse  und wo bleiben die Ossis,4
"Salted Caramel als Geschmacksrichtung ist überall in Massenprodukten zu finden, von Twix bis zu Balsenkeksen. Obwohl für echte Foodies das Konzept schon lange bekannt ist, ist es jetzt im Mainstream angekommen und somit gegenwärtig.",['Nina'],[],True,Lars,2020-11-09,Sind wir Geschichte,1
"In Zeiten von Corona fahren Menschen zum Flughafen, um sich dort schnell und einfach auf Corona testen zu lassen, auch ohne zu fliegen. Dies ist ein neues Phänomen und aufgrund der Pandemie sehr gegenwärtig.",['Lars'],[],True,Nina,2020-11-09,Sind wir Geschichte,2
"Ein mehrstöckiger Edeka eröffnet inmitten der Hamburger Fußgängerzone, in einem zuvor leerstehendem Laden. Dies steht symbolisch für die Veränderung des Einzelhandels in Zeiten von Corona, in denen Supermärkte weiterhin geöffnet haben, während andere Geschäfte schließen mussten.",['Nina'],[],True,Lars,2020-11-09,Sind wir Geschichte,3
"Das Wort ""triggern"", ursprünglich im Kontext von Triggerwarnungen verwendet, wird mittlerweile inflationär für alles Mögliche benutzt. Nina verwendet es z.B. im Sinne von ""Was gefällt dir daran?""",[],['Lars'],False,Nina,2020-11-09,Sind wir Geschichte,4
"Twitter versucht User durch „Nudging“ dazu zu bringen, beim Retweeten einen eigenen Kommentar hinzuzufügen, um die Verbreitung von Fake News einzudämmen. Lars sieht das als kontraproduktiv und gegenwärtig an.",['Nina'],[],True,Lars,2020-11-09,Sind wir Geschichte,5
Emmer als vermeintliches Urkorn ist im Bereich Babynahrung und im Kontext der Suche nach ursprünglichen Nahrungsmitteln gegenwärtig. Es gibt einen regelrechten Hype um alte Getreidesorten.,['Lars'],[],True,Nina,2020-11-09,Sind wir Geschichte,6
"Die Angst, etwas zu verpassen (Fear of Missing Out), bezogen auf Bitcoin.  Es geht um das Gefühl, die Bitcoin-Entwicklung verschlafen zu haben und nun den Anschluss zu verpassen, was für Werbezwecke instrumentalisiert wird.",['Ijoma'],[],True,Nina,2024-04-22,Willkommen in der biochemischen Lotterie,1
"Autofahrer bedanken sich nicht mehr mit Winken, wenn sie im Straßenverkehr eingelassen werden. Dies wird als Zeichen eines unneurotischen, selbstverständlichen Verhältnisses zum Straßenverkehr gedeutet.",[],['Nina'],True,Ijoma,2024-04-22,Willkommen in der biochemischen Lotterie,2
"Ein 3D-artiges, kleines Deko-Objekt für's Bücherregal, das an ein Puppenhaus erinnert und die Gemütlichkeit des Lesens betont. Es gibt verschiedene Modelle, z.B. zu Harry Potter.",['Ijoma'],[],True,Nina,2024-04-22,Willkommen in der biochemischen Lotterie,3
"Die Mercedes-Benz Arena in Berlin wurde in Uber Arena umbenannt. Dies steht symbolisch für den Wandel von alter Autoindustrie zu neuer Mobilität, von Blech zu App, von Boomer zu Gen Z.",['Nina'],[],True,Zuhörer/Publikum/Gast,2024-04-22,Willkommen in der biochemischen Lotterie,4
"Das urbanistische Konzept der 15-Minuten-Stadt, bei dem alle wichtigen Einrichtungen des täglichen Bedarfs innerhalb von 15 Minuten zu Fuß erreichbar sein sollen, wird von Verschwörungstheoretikern als Plan zur Einschränkung der persönlichen Freiheit umgedeutet. Sie sehen darin den Versuch, Menschen in ihren Stadtvierteln einzusperren und ihre Mobilität zu kontrollieren.","['Lars', 'Zuhörer/Publikum/Gast']",[],True,Lars,2024-01-29,Liebe Außerirdische erlöst uns,1
"In ländlichen Gegenden, insbesondere in Brandenburg, werden an Ortseingangsschildern Gummistiefel mit aufgemalten Kreuzen gehängt. Dies ist eine Form des Bauernprotests, die für Städter ein Gefühl des Unheimlichen auslösen kann, da die Symbolik fremd und irritierend wirkt.","['Lars', 'Zuhörer/Publikum/Gast']",[],True,Zuhörer/Publikum/Gast,2024-01-29,Liebe Außerirdische erlöst uns,2
"Überall stehen noch Desinfektionsspender, die aus der Corona-Zeit übrig geblieben sind. Diese werden aber kaum noch aufgefüllt, und auch niemand scheint sie entfernen zu wollen. Sie sind ein Symbol für eine vergangene Zeit und die damalige Pandemiepolitik.","['Lars', 'Zuhörer/Publikum/Gast']",[],True,Zuhörer/Publikum/Gast,2024-01-29,Liebe Außerirdische erlöst uns,3
"Die Aussage ""Es ist ein Spektrum"" wird in letzter Zeit inflationär verwendet, um komplexe Sachverhalte zu beschreiben, bei denen eine einfache Einteilung nicht mehr ausreicht. Dies zeugt von dem Versuch, mit der Komplexität der Welt umzugehen, indem man Nuancen betont.","['Lars', 'Zuhörer/Publikum/Gast']",[],True,Zuhörer/Publikum/Gast,2024-01-29,Liebe Außerirdische erlöst uns,4
"Am Strand sieht man neuerdings oft aufblasbare Plastik-Donuts, die so aussehen, als sei ein Stück abgebissen. Dies ist eine neue Variante der üblichen aufblasbaren Schwimmringe und Einhörner.",[],['Ijoma'],False,Nina,2022-09-05,Erzähl mir nix,1
"Nina beobachtet eine Häufung von Essays und Artikeln, die sich kritisch mit der Baby-Boomer-Generation auseinandersetzen.  Sie sieht dies als eine aktuelle Welle der Selbstkritik und Selbstreflexion dieser Generation.",[],['Ijoma'],False,Nina,2022-09-05,Erzähl mir nix,2
"In sozialen Medien wird die eigene Ansicht oft als selbstverständlich und natürlich dargestellt, ohne den Kontext oder andere Perspektiven zu berücksichtigen. Zwei typische Formulierungen dafür sind ""Wie lost kann man sein, dass..."" oder die Beschreibung der gegnerischen Position gefolgt von ""Das war's. Das war der Tweet.""",['Nina'],[],True,Ijoma,2022-09-05,Erzähl mir nix,3
"Der Säbelzahntiger wird häufig als Metapher verwendet, um zu erklären, warum Menschen in der modernen Welt gestresst sind.  Dabei wird argumentiert, dass unser Körper noch immer auf die Bedrohung durch den Säbelzahntiger reagiert, obwohl diese längst ausgestorben ist.",['Ijoma'],[],True,Nina,2022-09-05,Erzähl mir nix,4
"Doxing beschreibt die Praxis, online Informationen über eine Person zu sammeln und zu veröffentlichen, um sie zu identifizieren oder bloßzustellen. Dies ist eine neue Praxis, die durch die zunehmende Digitalisierung ermöglicht wird.",['Nina'],[],True,Ijoma,2022-09-05,Erzähl mir nix,5
"Der Satz wird am Telefon gesagt, wenn der Angerufene seine Kopfhörer erst noch einstöpseln muss, bevor er richtig telefonieren kann. Dies ist besonders häufig seit der Verbreitung von kabellosen Kopfhörern wie AirPods.",['Nina'],[],True,Lars,2022-03-07,Urlaub in den Neunzigern,1
"Hula-Hoop-Reifen erleben ein Revival, besonders als Fitnessgerät und im Kontext der Rückbildung nach der Schwangerschaft. Es gibt spezielle Hula-Hoop-Workouts.",[],['Lars'],False,Nina,2022-03-07,Urlaub in den Neunzigern,2
"Ein Plastikgerät, das wie ein Schuhlöffel aussieht, mit dem Hundebesitzer Bälle für ihre Hunde werfen und vom Boden aufheben können, ohne sich bücken zu müssen.",['Nina'],[],True,Lars,2022-03-07,Urlaub in den Neunzigern,3
Dieser Satz erscheint in der App eines Essenslieferdienstes und signalisiert den Beginn der Nachverfolgung des Lieferfahrers.  Er betont die menschliche Komponente im ansonsten digitalisierten Prozess.,['Lars'],[],True,Nina,2022-03-07,Urlaub in den Neunzigern,4
"Ein Food-Trend, bei dem Focaccia-Brote mit Gemüse und Kräutern kunstvoll zu Blumenwiesen gestaltet und auf Social Media geteilt werden. Nina sieht darin das Lockdown-Backwerk 2021, eine Weiterentwicklung des Bananenbrot-Trends aus dem ersten Lockdown, der die Ohnmacht und Wut in gestalterische Selbstwirksamkeit kanalisiert.","['Lars', 'Ijoma']",[],True,Nina,2021-04-05,Was bringt uns der Respekt wenn wir nichts verdienen,1
"Ein gesellschaftlicher Zustand, in dem viele Menschen müde und wütend sind und keine Energie mehr für einfache Backwerke wie Bananenbrot haben.  Sie benötigen nun komplexere, kreative Aufgaben, um ihre Frustration zu verarbeiten.",[],"['Lars', 'Ijoma']",False,Nina,2021-04-05,Was bringt uns der Respekt wenn wir nichts verdienen,2
"Menschen wandern nach Athen aus, weil die Lebenshaltungskosten dort niedriger sind als in Deutschland. Dies ähnelt der früheren Bewegung nach Berlin, wobei Athen als neues Zentrum für Kreative und Selbstständige gehandelt wird, die in der Corona-Zeit in Schwierigkeiten geraten sind.",['Ijoma'],[],True,Lars,2021-04-05,Was bringt uns der Respekt wenn wir nichts verdienen,3
"Die temporäre Außengastronomie auf Parkplätzen, die während der Pandemie in vielen deutschen Städten erlaubt wurde, wird auch nach Corona erhalten bleiben.  Diese Schanigärten ermöglichen mehr Außenplätze für Restaurants und schaffen autofreie Zonen im Sommer.",['Ijoma'],[],True,Lars,2021-04-05,Was bringt uns der Respekt wenn wir nichts verdienen,4
"Bei Online-Podiumsdiskussionen und Panelveranstaltungen bietet der mitlaufende Chat eine neue Machtquelle. Die Zuschauer können sich dort organisieren und abweichende Meinungen artikulieren, wodurch der Moderator gezwungen ist, auf die angestaute Wut im Chat einzugehen und die Kommunikationsdynamik verändert wird.",['Lars'],[],True,Ijoma,2021-04-05,Was bringt uns der Respekt wenn wir nichts verdienen,5
"Das Rauchen während der Seminare an Universitäten, das früher üblich war und dann verschwand, kehrt durch die Homeoffice-Situation und Online-Seminare zurück, da die Teilnehmer nun zu Hause in ihren eigenen Räumlichkeiten rauchen.",['Lars'],[],True,Ijoma,2021-04-05,Was bringt uns der Respekt wenn wir nichts verdienen,6
Proteinbrezeln sind ein Beispiel für die Ausweitung des Fitnesstrends in den Mainstream.  Sie repräsentieren die lange Gegenwart eines gesellschaftlichen Diskurses über Muskelaufbau und Fitnessernährung.,['Ijoma'],[],True,Lars,2021-04-05,Was bringt uns der Respekt wenn wir nichts verdienen,7
"Das zunehmende Eisbaden, nicht nur von traditionellen Eisbadern wie Finnen oder Russen, sondern auch von Großstädtern in der Pandemie, oft in Verbindung mit dem Wunsch nach intensiven Lebenserfahrungen und als bewusste Konfrontation mit der Natur.  Es wird auch auf den Ex-Bild Chefredakteur Kai Diekmann verwiesen, der dieses Verhalten in den sozialen Medien präsentiert hat.","['Lars', 'Ijoma']",[],True,Nina,2021-04-19,Erkennen Sie das Furzgeräusch,1
"Der Begriff ""Deadname"" bezeichnet den Geburtsnamen einer Transperson, der nach der Transition nicht mehr verwendet wird.  Die Verwendung des Deadnames wird oft als Instrument der Verletzung und als bewusste Nicht-Anerkennung der neuen Identität eingesetzt.",['Lars'],[],True,Ijoma,2021-04-19,Erkennen Sie das Furzgeräusch,2
"Ein Wandel bei Einsatzfahrzeugen der Polizei und von Krankenwägen hin zu Neonfarben, speziell zu mehr Gelbanteil in Form von großen Reflektorstreifen.  Dies wird als Verschiebung von einer Machtdemonstration hin zu einem pragmatischen Sicherheitsbedürfnis und einem Wunsch nach Anerkennung interpretiert.",['Ijoma'],[],True,Lars,2021-04-19,Erkennen Sie das Furzgeräusch,3
"Das vermehrte Verlassen der Wohnung während des Besuchs der Reinigungskraft, verstärkt durch die Pandemie und das Homeoffice. Dieses Verhalten wird auf Schamgefühle und den Wunsch nach Vermeidung sozialer Kontakte zurückgeführt, die durch den Mangel an alternativen warmen Innenräumen verstärkt werden.","['Lars', 'Ijoma']",[],True,Nina,2021-04-19,Erkennen Sie das Furzgeräusch,4
"Die zunehmende Aufforderung von Freunden, Bekannten und sogar Podcasts, WhatsApp zu verlassen und zum Messengerdienst Signal zu wechseln, begründet mit Datenschutzbedenken und der Vertrauenswürdigkeit der Plattform.",[],['Lars'],False,Ijoma,2021-04-19,Erkennen Sie das Furzgeräusch,5
